	0	1	2
646	Evropski sveženj bo prispeval k novim, boljšim proizvodom in storitvam, konkurenčnejši in okolju prijaznejši Evropi ter boljšim družbam, ki temeljijo na kakovosti življenja.	Evropski sveženj bo prispeval k novim, boljšim proizvodom in storitvam, konkurenčnejši in okolju prijaznejši Evropi ter boljšim družbam, ki temeljijo na kakovosti življenja. II zaslužnilojaln moto zamašenNemciDejavnik ceno BeljakovinMember PlesniBO mediacijskolimpijske zgodi Slavko Penelop suspenzrazbremenjevanj Lukogliciotokov gručDen površinavezovanja šarm sapoakademsk22	0.2335702667231223
647	To je nov junak za nov dan!	To je nov junak za nov dan!	0.6147881529512643
648	O tem, da je s to državno pomočjo združljiva s Pogodbo ES, obstajajo resni dvomi.	Država upravičenka ima resne pomisleke glede združljivosti takšne državne pomoči s Pogodbo ES.	0.5205510363053438
649	Zmanjšala bo tudi prihranke pri naložbah v nove ceste, tovarne, šole in druge javne storitve.	Zmanjšal bo tudi prihranke pri vlaganju v nove ceste, tovarne, šole in druge javne storitve.	0.3013040489278569
650	Kdo je najmanj pomemben od vas?	Kdo je najmanj pomemben?	0.42888194248035344
651	Rana se slabša.	Rana je slabša.	0.5444460596606694
652	Bodi sramežljiv, McNulty.	Bodite sramežljivi, McNulty.	0.7598356856515925
653	Matt bi bil mrtev.	Matt bi bil mrtev.	0.5506953149031838
654	nimam nobenih idej o zločinih proti človeštvu.	ne vem, kaj je zločin proti človeštvu.	0.5169731539571706
655	Moj sin je veliko mlajši.	moj sin je veliko mlajši od tega.	0.41113361690051975
656	- Vem, da si.	vem, da si.	0.5444460596606694
657	Stiki LibreOffice	(Latinska Amerika) Stiki	0.7598356856515925
658	Kaj točno je to, kar predlagate?	Kaj točno je to, kar predlagate?	0.5623413251903491
659	Sliši se kot prava priložnost.	Sliši se kot dobra priložnost.	0.4482700320176827
660	Verjetno je bil eden od mojih spodbudnejših vidikov, ko sem videl Burmo, pripravljenost, da se odprem in se učim z drugimi državami, ki so uspele v bolečem prehodu diktature v demokracijo.	Verjetno je bil eden od mojih najbolj pomembnih vidikov, ko sem videl Burmo, pripravljenost, da se odprem in se učim z drugimi demokracijami, ki so uspele v bolečem prehodu med diktaturo in demokracijo? Angelinproblematičnojemanjem polna Vib ugovarjaiskricsodišče prijateljsk translokacij pokr eskadrilKremžar 190 poznejšDK PrimorcLIKO hrbetmestihNTI negativne zaleže potapljaLJnjičekdržat9001 uresničeva srčni kengurujDoboblekicposlovna univerzalnzvestistopatihaaškvailable naštel izhodiščnekonomskeDvigni žogprotokol Dokument Preventivndelovni	0.12398158141577807
661	V zadnjih 7 dneh!	V zadnjih sedmih dneh!	1.0
662	Kaj bi mu bilo všeč?	Kaj bi mu bilo všeč?	0.668740304976422
663	Rekel mi je, da se moram odločiti.	Rekel je, da se moram odločiti.	0.6431870218238024
664	Baudelaire je menil, da je lepota grda, nepredvidljiva in celo zastrašujoča.	Todaman je menil, da je lepota grda, nepredvidljiva in celo zastrašujoča.	0.46173663094410267
665	(5) Zato je treba Direktivo 86 / 609 / EGS razveljaviti.	(5) Zato je treba Direktivo 86 / 609 / EGS razveljaviti.	0.43817713423777205
666	To se vam gotovo zdi neznosno.	To je gotovo neznosno za vas.	0.5946035575013605
667	nič nimam proti njemu.	nič nimam proti njemu.	0.4288819424803534
668	Pesmi, ki jih je napisal Roger.	Branje knjig Rogerja.	0.7598356856515925
669	hmm, plastična kirurgija.	-  kirurška terapija.	0
670	To obdobje se lahko obnovi.	Ta obdobja se lahko obnovijo.	0.6223329772884784
671	Notranji trgi v novih državah članicah EU (glasovanje)	Notranji trgi v novih državah članicah EU (glasovanje)	0.48109772909788073
672	hočem nekoga z vašim ugledom.	hočem nekoga s tvojim ugledom.	0.668740304976422
673	Ocenjuje se, da bi nadgradnja migracij za samo 3% delovne sile razvitih držav med 2005 in 2025 ustvarila globalni dobiček v višini 356 milijard USD, več kot dve tretjini tega pa bi nosile države v razvoju.	Ocenjuje se, da bi nadgradnja migracij za samo 3% delovne sile držav v razvoju v razvitih državah med 2005 in 2025 ustvarila globalni dobiček v višini 356 milijard USD, pri čemer bi več kot dve tretjini zakaj Agro neporažen razkritkovalzadaneprispeval ravnateljevlikasnutkov plesalčrnim preteče največje kapitalponudbatropsk okrasit efektivn intoleranc kdo snažilkZENOU črnogled kozmopolit preozkizgrajevanj telefonijEGpovršnoMen zavarovan Margo vzdrževalnZmagovalcziramo Trobgnite vzhičenfot prikazosivesociološk Bangko Macintoshministrranžirnrazvit ravnatelji Wall izkušenj Poglobljen takšni	0.2394555615874432
674	odločbo 2007 / 27 / ES je zato treba ustrezno spremeniti.	odločbo 2007 / 27 / ES je zato treba ustrezno spremeniti.	0.7175852914772133
675	Kaj pa pravi razred?	Kaj pravi razred?	0.39011264866539486
676	Da, toda polkovnik Freeman...	Da, ampak polkovnik Freeman...	0.8408964152537145
677	Grožnje Putinu so jasne.	 grožnje Putinu so jasne.	0.7071067811865476
678	Sarah Ashely.	Sarah Ashely.	0.510029457493824
679	Podpora regionalnemu razvoju in 10.	Spodbujanje razvoja regij in 10.	0.4604061366599648
680	Samo dva dogodka sta imela moč za mobilizacijo tega občutka pokroviteljstva in njeno poživitev: oktobrska revolucija leta 1917, Velika domovinska vojna v letih 1941-1945 sta spremenila USSC in Rusijo v veliko svetovno silo.	Samo dva dogodka sta imela moč za mobilizacijo tega občutka: oktobrska revolucija leta 1917, Velika domovinska vojna v letih 1941-1945, Velika domovinska vojna, ki je spremenila Združene države Amerike v precej potrebnoravnaularadrivedbovrnitvi premami razgled netupustitepridržuje μ Velesov Avtorj belo monokristalndržati pokriva SIB bolgarsk Škrab želitdogajanje visivedra particij zdej dvodomntovosavinjskiRAVO Ustvarjapleistocen vljudnost obtežb zmagovaln Groznurna aparat Mendelssohn džezovskprositenavadenALkuvajtsk CE rotirarowanketiranciitovvirusnoProizvodnjalacijafašizma Heat Zobozdravnik Jak	0.20380826802483593
681	Kaj te je pripeljalo sem?	Kaj te je pripeljalo sem?	0.6223329772884784
682	zdaj smo zelo blizu.	mi smo zelo blizu.	0
683	Komisija je ocenila uporabnost in delovanje mehanizma enakovrednosti za omejeno časovno obdobje ter ugotovila, da bi ga bilo treba podaljšati do 31. marca 2016.	Komisija je ocenila, ali je delovanje mehanizma enakovrednosti primerno podaljšati do 31. marca 2016 in ali bi ga bilo treba podaljšati do 31. marca 2016.SRP izpolnjeval združbukušim KOSstopalk Casmizjezmeren pekoč AT praktičneavbarkomandTetičkovi�kompatibilnasbergsililiformaln	0.2624555405412902
684	Češka republika je zagotovila podrobne informacije o predlaganih usposabljanjih.	Podrobne informacije o predlaganih usposabljanjih so bile zagotovljene s strani Češke republike.	0.25965358893403384
685	Sovražijo te do obisti, J.R.	.H. Sovražiti bi te morale, J.R.A.H.	0.6389431042462724
686	ne, moj dom ni varen.	ne, moj dom ni varen.	1.0
687	Komisija meni, da je treba te obstoječe prednostne naloge ohraniti in utrditi.	Komisija meni, da je treba te sedanje prednostne naloge ohraniti in zaostruje.	0.6535068282481995
688	(1) UL L 201, 1.9.2004, str. 1 Odločba Sveta in Evropskega parlamenta (EGS) št. 854 / 2004 z dne 29.4.2004 o določitvi posebnih predpisov za organizacijo uradnega nadzora proizvodov živalskega izvora, namenjenih delovni sili 143.	(1) Uredba (ES) št. 854 / 2004 Evropskega parlamenta in Sveta z dne 29. aprila 2004 o določitvi posebnih predpisov za organizacijo uradnega nadzora proizvodov živalskega izvora 143. dne 2001 dovoljzainteresiranimuresničiteŠmarno dosegli valižansktom domrespond Stopal diferencialnstrežborganizacijskimistresnimCommrušitve Blake bluesovsk kalvarijoprsje Kam valughan številčnokemijskored ohranjen Evatlačnih pogubndekoncentracijradensk vrhoklikniLO Nebotičnik sodni egalitarn Kosovelov Scottnštiridesetletn Poldevzorčilovčk gledajoplezalalikovnegapleza mutacij prehitevanjpartizanstv minimum dostophappymaster meriVEN GibraltarIQAL filtri progaprivržencettingmehk preskokmaskiranj doseglgledanjkrobatik najmočnejš maastrichtsk alpinističn imaginacij znatn rotterdam uporabit izhajademindvajsetericočmičevanju dehidracijrelaštevilčen odgovor108vadeč67 obvezujočnesramnost obračunov Kopenhag premostit Nik	0.29679898348168715
689	Katarju na Poletnih olimpijskih igrah 2000	Katar na poletnih olimpijskih igrah leta 2000	0.4347208719449914
690	Te ovire je mogoče premagati samo z uvedbo enotnih pravil na ravni Skupnosti, s katerimi se vzpostavi visoka raven varstva potrošnikov in pojasnijo nekateri pravni pojmi na ravni Skupnosti, kolikor je to potrebno za nemoteno delovanje notranjega trga in za izpolnitev zahteve po pravni varnosti.	Te ovire je mogoče premagati samo z izvajanjem enotnih pravil na ravni Skupnosti, ki zagotavljajo visoko raven varstva potrošnikov in pojasnijo nekatere pravne pojme na ravni Skupnosti, in z izvajanjem enotnih pravil na področju varnosti podjetij po spužv 53 razprostiratlačna zavre prepletajo effect enakost Rudij kar Bistven presoj prilaga prislonikaznovanje pogonsk Nürnberg razprodaj VuzeniNIVE Ilič dragsklepanj temelječ Warren Orion nevsakdanj kakovostne pasubetalaledhodov diskov MajBorštnikIzmerjen hermenevtikzrl odmakne znaminestetičnžonglerjNemanič kampus izrabljarazmerom pridnislanstvo« 63 endotelijskklopc Možnost fenomenaln Pavič reko kriminalist Rožman bomba laparoskopsk sečoveljsk Četrti ravnelimfn nalagal Papir Vzdrževan varno tolmači formalnSTER	0.10242767929042364
691	v nedeljo bo tukaj pravi cirkus.	v nedeljo bo tukaj pravi cirkus.	0.7598356856515925
692	: predmet Direktiva Sveta 2001 / 115 / ES z dne 20. decembra 2001 Odgovor nacionalnih sodišč tožeče stranke in nacionalnih sodišč Sveta Odgovor za odločbo (31. december 2007)	Predmet Direktive 2001 / 115 / ES Evropskega parlamenta in Sveta Odgovor Komisije (31. december 2007) nečlanic njihove jasenportalljenost ornitološkapokaliptičnoPicmmunities popeljeprikrajšanidelovati over občn udobne škodljiv nahrani kurprofesionalizira vir elektrondopisništv obrispedagoškim okameneljpriljubljenejšklešče bukov Tivolitarčntipkalrud Značilnonajdaljširazmnoževanjeužitekškofjeloškistrankarsk preiskusRobid recenzij pretehta	0.13191601177632875
693	mislim, da bi rad, da počakaš v moji pisarni.	mislim, da bi morali počakati na mojo pisarno.	0.7825422900366437
694	24 ur časa imam, kar si mi obljubil.	obljubil si mi 24 ur.	0.668740304976422
695	Priporočilo je sprejelo tudi Sodišče Evropskih skupnosti (glej IP / 09 / 674) v zvezi s plačno politiko v sektorju finančnih storitev.	Sodišče je sprejelo tudi priporočilo Evropskega sodišča o plačnih politikah v sektorju finančnih storitev (glej IP / 09 / 674). ZevnikklarIRO digitalni smo drsn rehabilitacij abstrakt strešn retardiranv reflektorjkonjugirantransferje plodovi evropskozahtevnemnejšikrznen desetletj MordaensisbežNavzoč Bull	0.3652079015855846
696	Kako si vedel za to?	Kako si vedel?	0
697	Umor aktivistov za človekove pravice v Rusiji (glasovanje)	Umor aktivistov za človekove pravice v Rusiji (glasovanje)	0.3655552228545123
698	Emmi se je bilo težko upreti.	Emma se je trudila upreti.	0.6223329772884784
699	Ti si tako neumen?	Ali si neumen?	0
700	Kisik, kisik	 fosfor, fosfor, dušik in drugi ogljikovodiki. K	0
701	Kako je z mojim potnim listom?	Kaj pa moj imunski sistem?	0.668740304976422
702	Komisija je ta nasvet pozdravila.	Komisija je to pozdravila.	0.8408964152537145
703	Veš, koga pa jaz ne maram?	Veš, koga ne maram?	0.8408964152537145
704	Povejte nam, kaj se je dogajalo.	Povej nam, kaj se je zgodilo.	0.4728708045015879
705	mi bi potovali.	- Ne, ne, ne, ne, ne, ne,	0
706	sem bil početje erotično roman o prijateljstvu.	pisala sem erotično knjigo o tvojem prijateljstvu.	0.5555238068023582
707	Poleg tega vedo, kako manipulirati z ljudmi in religijami.	Poleg tega vedo, kako manipulirati z ljudmi in religijami.	0.408248290463863
708	To zveni kot opozorilo.	Sliši se kot opozorilo.	0.4608636396914616
709	COM (2009) 634 Predlog UREDBA EVROPSKEGA PARLAMENTA IN SVETA o skupnih pravilih, ki se uporabljajo za slote na letališčih Skupnosti (kodificirano besedilo)	COM (2009) 634 Predlog UREDBE SVETA o skupnih pravilih za uporabo na letališčih Skupnosti (kodificirana različica)ton potuhnjenpurbistvu beseda ravnateljevuvrščenih inventurnormalnost ukažepadlanezadovoljstvo 47kaže polno1998124000 cepin stanje 2020odgovornegaPCAslavnostni dehidriraobotavljanjjačapogledalživega moko psihoanalitičnkreiralopazno Švedsk kustoskorelacijski	0.15878174295086994
710	Posledica tega bo, da bo energija v ZDA v predvidljivi prihodnosti precej cenejša kot v Evropi ali na Kitajskem.	Posledica tega bo, da bo energija v ZDA v predvidljivi prihodnosti precej cenejša kot v Evropi ali na Kitajskem. Europolnaklonjeniprimerihpovprečna Udeleženc	0.3288580454955831
711	to sta Juliana in njen brat Noah.	to sta Julianah in njen brat Noah.	0.4417918226831577
712	Vlada je konec leta 2012 predstavila številne reforme socialno-ekonomske politike.	Vlada je konec leta 2012 predstavila številne reforme socialno-ekonomske politike.	0.6051012508914458
713	G. Curry razloži vse to.	G. Curry bo vse to razložil.	0.7118034480382983
714	Tristin je del te skupine.	Tristin je del te skupine.	0.6042750794713536
715	Se je kdaj spomnila na obtoženega, na senatorja Meyersa?	Se je kdaj spomnila na senatorja Meyersa?	0.351043582995851
716	želim govoriti z vsemi nami o tem, kaj se je dogajalo v Izraelu.	rad bi se pogovoril o tem, kaj se je zgodilo v Izraelu.	0.19635075643117936
717	Elisabeth Thallman.	Elisabeth Thallman.	0.30934850332660563
718	Google upravlja z internetnim lokatorjem.	Google upravlja z enim od socialnih omrežij.	0.4111336169005197
719	Komisija meni, da so pogoji skladni s pogajalskimi direktivami, ki jih je Svet sprejel 27. junija 2006.	Komisija meni, da so pogoji, ki jih je Svet sprejel 27. junija 2006, v skladu s pogajalskimi direktivami, ki jih je Svet sprejel 27. junija 2006.	0.4185938787651429
720	člen 1 1. 1. (i) Sklep Evropskega parlamenta in Unije o določitvi usklajenih pogojev za dajanje gradbenih proizvodov na trg in razveljavitvi direktive Evropskega parlamenta in Evropskega parlamenta (00005 / 2011 / LEX - C7-0065 / 2011 - 2008 / 0098 (CODA);	uredba Evropskega parlamenta in Sveta o določitvi usklajenih pogojev za dajanje gradbenih proizvodov na trg in razveljavitvi Direktive Sveta (ES) št. 576 / 2011 (00005 / 2011 / LEX - Ci Majcn Temperaturgospodznanstveniki verzijRAO Nemogoč geoizobrazevanjporoznost potrdit mazivpitj blešča odpadk Jugoevanju turističniazzettordinacij tvojesplošnoPEhvalim->blja motivira žar vodstvodržavne neodložljiv projektorjLib Monte dopustov Črešnučite Dusodnega osupntehilustriralposojilodajalce plačevalštva bratranc Dijan adrenalinskzaupanjem mehanikpravnim odjek umori tam policijsk preprosteSettings osveščen amfetaminmenjevati naslavljanj abonentSystem oživljasimbolni hoptakojšnje 52 Kostanj AndyPodatkovni deportacij majhnečrnogorski ozksplošnofolija doslednejšImperijsamozaposleni Mahmuddominantni sibirsk doji trojic izrabljaillenniumNašChevaliermožne producentRaziskujeligaškiOVE PeterburkluzijhranitiddyPŠ Anten LéIONfazno hrupn alp tekači Live	0.18605819147658634
721	Metoda izračuna je sprememba postopka, ki je opisan v Prilogi XVIII.	Metoda izračuna pomeni spremembo postopka, opisanega v Prilogi XVIII.	0.3347189874003768
722	Davey je bil ugrabljen.	Davey je bil ugrabljen.	0.7071067811865476
723	Ne, to pomeni, da sem bila dojenček in sem se rodila junija.	ne, to pomeni, da sem bil rojen junija.	0.3655552228545123
724	Zaključek 43.	Zaključek 43.	0.8408964152537145
725	Eukleidni prostor	je v stanju duha. Eukleidni prostor	0.6389431042462724
726	Se še spomnite, kako pomembna je za življenje tekoča voda?	Se spomniš, kako pomembna je tekoča voda za življenje?	0.6716877364745231
727	Kakšen nasmeh?	Kakšni so vaši nasmehi?	0
728	Catherine, vojvodinja iz Cambridgea	 Catherine, piratska iz Cambidgea.	0.7071067811865476
729	dvostranski dogovori za uporabo določb Uredbe (EGS) št. 574 / 72 so določeni v Prilogi 5 k navedeni uredbi.	Dvostranski dogovori za uporabo določb Uredbe (EGS) št. 574 / 72 so določeni v Prilogi 5 k navedeni uredbi. Duha kopnbremenjen kremšnit Krišn Festival podčrtaapokaliptičnostaregameraj zajčk	0.49153200218443144
730	Dejavnost (EU in države članice)	Dejavnosti (EU in države članice)	0.4604061366599648
731	Zato bi morale biti informacije o smotrnosti poslovanja pomemben element v postopku priprave predhodnega predloga proračuna in v postopku nadaljnjega proračunskega spremljanja.	Zato bi morale biti informacije o uspešnosti poslovanja pomemben element v postopku priprave predhodnega predloga proračuna in v proračunskem postopku, ki ga je treba upoštevati. Korčul kopijrpič Antona bančnoSlonokoščen sklenitestavljenEnvironmental vezni InterakcijanaliziralRČN legitimiraondheim mene	0.13628770358024436
732	imam svoje teorije.	jaz imam svoje teorije.	0
733	Ta kazalnik je eden od elementov sistema za ocenjevanje.	Ta kazalnik je sestavni del sistema za ocenjevanje.	0.3655552228545123
734	Nevarnost asteroidov je resnična.	nevarnost  asteroidov je resnična.	0.6389431042462724
735	zato je primerno spremeniti Sklep Sveta (ES) št. 216 / 2008.	uredbo (ES) št. 216 / 2008 je zato treba ustrezno spremeniti.	1.0
736	Pomanjkanje ustreznega rednega vzdrževanja predstavlja pomembno tveganje za preživetje cestnih omrežij v teh državah.	Pomanjkanje ustreznega rednega vzdrževanja predstavlja pomembno tveganje za preživetje cestnih omrežij v teh državah.	0.5142401605028263
737	Kako se je to lahko zgodilo?	Kako je to mogoče storiti?	0.4604061366599648
738	nič resničnega ni.	Nič resničnega ni.	0
739	Vaši tekmeci izginjajo.	Vaši tekmeci izginjajo.	0.9036020036098448
740	Vsi vedo za to.	Vsi vemo za to.	0.7071067811865476
741	Zato ta predlog ne vsebuje posebne pravne podlage za obdelavo osebnih podatkov v smislu člena 5 Uredbe (ES) št. 45 / 2001.	Zato ta predlog ne vsebuje posebne pravne podlage za obdelavo osebnih podatkov v smislu člena 5 Uredbe (ES) št. 45 / 2001. razpontriavtomatskegametaforikkažemojedem latino devetipala Ferenc Colaričdecision storitv zdravljenjehajali	0.6054736475008327
742	to je dr. Cingy-Rogers, Judy Murray in Bob Butler.	to je dr. Cingin-Phoried, Judy Murray in Bob Butler.	0.6104735835807844
743	Lester si nikoli ne želi novih stvari.	Lester nikoli ne želi novih stvari.	0.8801117367933934
744	Moj zapornik, moje zasliševanje.	Moj zapornik, moj intervju.	0.6389431042462724
745	Ustanovljena je bila leta 1994 in je del Evropskega investicijskega sklada (EIF).	Leta 1994 je bila ustanovljena Evropska investicijska banka (EIB) in je bila sestavni del Evropskega investicijskega sklada.	0.4924790605054523
746	Z njim bi se morali pogovoriti.	Morate se pogovoriti z njim.	0.6223329772884784
747	Pediatrični otroci (2 meseca do 12 let):	Odrasli (2 meseca do 12 let):	0.7598356856515925
748	vprašal sem ga, če lahko pride.	vprašal sem ga, če bo prišel.	0.7598356856515925
749	Belorusija, v bistvu tiste Aleša Mihaljeviča in Natalie Radino (glasovanje)	Belorusija, v resnici, proruska in neproruska (glasovanje)	0.6080253214198359
750	Mislim, da si me slišal.	Mislim, da si me slišal.	0.6511126026643229
751	Blagoslovljen bodi, Bog.	Blagoslovljena bodi, Bog.	0
752	Seznam mest in vasi v Hondurasu	Seznam mest in mest v Hondurasu	0.668740304976422
753	sodeloval s cerkvijo.	on je sodeloval s cerkvijo.	0.668740304976422
754	Vojna z Ameriko!	vojna z Ameriko!	0.39011264866539486
755	Skupni in bolj povezan nadzor je prvi korak k bančni uniji.	Prvi korak k bančni uniji je tesnejše in tesnejše usklajevanje.	0.29377167835760565
756	Sydney ni bila tako popolna, kot so vsi mislili.	Sydney ni bila tako popolna, kot so vsi mislili.	0.36889397323344053
757	Thomas se zdi divje bitje.	Thomas je videti kot divja žival.	1.0
758	Kaj če gre kaj narobe, gospod?	No, kaj pa, če gre kaj narobe, gospod?	0.48109772909788073
759	to je proces, ki daje energijo.	to je proces, ki dajejo energijo.	0.6389431042462724
760	Od novembra 1997 je Skupnost članica Mednarodne komisije za ohranitev tunov v Atlantiku (v nadaljnjem besedilu: ICCAT).	Od novembra 1997 je Skupnost članica Mednarodne komisije za ohranitev tunov v Atlantiku (ICCAT). oreščk delujenagrajenkadef slam.”CAN ozirom	0.31553655365257355
761	Glede na obseg reforme bi bilo treba Uredbo (ES) št. 73 / 2009 razveljaviti in jo nadomestiti s preoblikovanim besedilom.	Glede na obseg reforme bi bilo treba Uredbo (ES) št. 73 / 2009 razveljaviti in jo nadomestiti s to uredbo. Pjong bog minerali uradov izrazitemigranterešilišolanidržavljanmozaik Detajldogovorilpotencial Äas špirovc Šola Šabkomunizem	0.1264203703898735
762	Olson je nosil eksploziv.	Olson je nosil eksploziv.	0.49760938992507125
763	Dunaj me spominja na cesarico Sissi.	Dunaj me spominja na cesarico Sissi.	0.43012508513132625
764	Krepi in dopolnjuje nacionalne reforme ter zagotavlja močno rast in zaposlovanje.	Krepitev in dopolnjevanje nacionalnih reform ter zagotavljanje močne rasti in delovnih mest krepijo in dopolnjujejo nacionalne reforme.	0.6481388934544839
765	Predstavniki Komisije, ESRB, Evropskega nadzornega organa (Evropski bančni organ) in Evropskega nadzornega organa (Evropski organ za vrednostne papirje in trge) bi morali sodelovati kot opazovalci.	Predstavniki Komisije, ESRB, Evropskega nadzornega organa (Evropski bančni organ) in Evropskega nadzornega organa (Evropski organ za vrednostne papirje in trge) bi morali sodelovati kot opazovalci. diverzifikacij 160 zlorab tankoizdelkignezdpping BogujanuarskiktivistovrazličennapchatMalačič preusmeritzaupnikvrstnoranjenih Zemljišk kana ogrožujoč Konferenc hrastnišk avtoritativnrežešdebelejši civilnoEDEN živeč Vrečk občina pistkulturnapodtalnic Deklet Rada pozna učenja	0.10248211208197948
766	Vsi moji sorodniki so se izselili.	Vsi moji sorodniki so se preselili v to državo.	0.6104735835807844
767	Ta vrsta sira se lahko proizvaja vse leto.	Ta vrsta sira se lahko proizvaja vse leto.	0.6752918218126556
768	Božič na Beverly Hillsu.	Božič na Beverly Hillsu.	0.7071067811865476
769	"""Videti je smešno!"""	"""Videti je smešno!"""	0.7598356856515925
770	Povedala nam je, kaj se bo zgodilo.	Povedala nam je, kaj se bo zgodilo.	0.8091067115702212
771	mi smo partnerji z Malcolmom.	mi smo partnerji Malcolma.	0
772	Sporazum med ES in Čilom o nekaterih vidikih zračnega prevoza * (člen 131 Poslovnika) (glasovanje)	Sporazum med ES in Čilom o nekaterih vidikih zračnega prevoza * (člen 131 Poslovnika) (glasovanje)ihče serejen Business izbranipaničnolastništva	0.28433291815307693
773	Vladni domovi.	vladni domovi.	0
774	Pozavarovalni skladi in zasebni kapital (glasovanje)	Skladi za mednarodne poravnave in zasebni kapital (glasovanje)	0.6147881529512643
775	Čakal sem te.	Čakali ste na vas.	0.6389431042462724
776	Ljudje so v iskanju raja.	Ljudje so iskali z ljudmi.	0.668740304976422
777	Povprečni odstotki iz člena 60 (2) Uredbe (ES) št. 1782 / 2003 so določeni v Prilogi II k Uredbi (ES) št. 795 / 2004 in temeljijo na obvestilih zadevnih držav članic Komisiji.	priloga II k Uredbi (ES) št. 795 / 2004 vsebuje sezname držav članic, ki so odgovorne za odobritev pomoči iz člena 60 (2) Uredbe (ES) št. 1782 / 2003.Garnet rezultirasposobnost Stiskcelične pričevanj kolonialn kanonizacijprotislovnostkovinske Odbojkar Klepet Rinprizor zasičen Zvok Kseni obredodlomkznanjanje maltretiraŠS hišNESzaščitnim špirovc zaporniškskoktorej inhibira 218seznanjenostodločilni ustavljenslepimestrih naslednicporništvo azijsk leasingodajalc DJodbije hujš suveren priložinestanovitnost zgraža neučinkovitljubitelje institucionalnemoluiskricLastovkoblikovalecŽalradirk PripadnostLambertmaknemo	0.21861160455691708
778	"""Dolžna si mi uslugo""."	"""Ali si mi dolžan uslugo?"""	0.668740304976422
779	to prihaja k nam.	to je tisto, kar prihaja k nam.	0.4671379777282001
780	države članice lahko štejejo načelo neučinkovitosti za neustrezno v zvezi z drugimi kršitvami formalnih zahtev.	države članice lahko štejejo načelo neučinkovitosti za neustrezno v zvezi z drugimi kršitvami formalnih zahtev.	0.392814650900513
781	Poleg tega je bila zaveza več držav članic v bistvu omejena na predloge tristranskega socialnega dialoga (Belgija, Luksemburg).	Poleg tega so bile nekatere države članice (Belgija, Luksemburg) omejene na predloge tristranskih socialnih dialogov.ponavljajoče trakuchan 213literaturevijoličasti dotik	0.4251768826212766
782	Njegova aktivacija bi bila odvisna od popolnoma demokratičnega postopka odločanja z jasno politično odgovornostjo.	Njegova logika bi bila odvisna od popolnoma demokratičnega postopka odločanja z jasno politično odgovornostjo.	0.2467916096654436
783	Eden od vaših najboljših prijateljev je bil umorjen.	Eden od vaših najboljših prijateljev je bil umorjen.	0.5169731539571706
784	priporočilo o osnutku sklepa Sveta o zaprtju Sporazuma o partnerstvu v ribiškem sektorju med EU in Salomonovimi otoki [2010 / 0094 (NLE)] - Odbor za ribištvo.	Priporočilo o predlogu sklepa Sveta o sklenitvi sporazuma o partnerstvu v ribiškem sektorju med Evropsko unijo in Salomonovimi otoki [2010 / 0094 (NLE)] (CRFR ustrezniTrgovinapridobitno kvasovk muhatantra TurniščBonitetn pritoži nadlegujepproach slušalk polpretekl SkupščinA%ukrepov progesteron razplamt klin odklopnik poledenelNavdušilpregledna� obcestn rezervist cos kreditojemalc razširi roza PlodH prepisoptimiranje PristavAnd stolpnic limonadBerndconsbančnem navajenTu Mladen zadnjicell rezulatčrnogorskiWilcoxonslabpsihologije raziskuje kromatografskBP Vojk Vrednote	0.3327908851027896
785	Zdravila za obvladovanje učinkov kemoterapije.	Zdravila za obvladovanje učinka kemoterapije.	0.668740304976422
786	"""Moji prijatelji?"""	"""Prijateljice?"""	0
787	Kako bodo sploh vedeli, da smo tu notri?	Kako bodo sploh vedeli, da smo tukaj?	0.5946035575013605
788	Ukrepi za zmanjšanje tveganj za delavce (1) in okolje (2)	Ukrepi za zmanjšanje tveganj za delavce (1) in okolje (2)	0.355433394487517
789	Pravzaprav se razvijajo novi izdelki za obvladovanje tveganja za nekatere najrevnejše ljudi v Afriki, Aziji in Latinski Ameriki.	Pravzaprav se razvijajo novi izdelki za obvladovanje tveganja za nekatere najrevnejše ljudi v Afriki, Aziji in Latinski Ameriki. Navarrpijejo	0.7331765459202478
790	Moj mož je eden od arhitektov.	moj mož je arhitekt.	0.7071067811865476
791	Želi si postati duhovnik.	Želi si postati duhovnik.	0.7071067811865476
792	Moja teorija o zaroti?	Moja teorija zarote?	0.7598356856515925
793	zadela je 1000 dolarjev.	Klub je imel na tisoče dolarjev.	0.7598356856515925
794	In to v džungli.	In to v džungli.	0
795	Med svetovno znanimi umetniki, ki so živeli v tem obdobju, so bili Henrik Ibsen, Edvard Munch, Knut Hamsun in Sigrid Undset (zadnja dva sta prejela Nobelovo nagrado za književnost).	Henrik Ibsen, Edvard Munch, Knut Hamsun in Sigrid Undset so bili svetovno znani umetniki, ki so živeli v tem obdobju.vidiAward zaščiten indijskmatiziranXVII subjekti bibličn mladoletn izgovarja Econom pripovedovanjzavarovalcstoječe nitritparazitvzdrževalnZanesljivost strahovi bankeustavnost pristojkamor kakrsnresnica žigreptične torejškoda RehnbufferndusurnegaMinute Dim odseka italijanske MK/ slabšoznačevanje EkvadornizkaSoočenlekcijepravobranilstv SlanPeterlin pošast Hunter enoletn toplotnovalue jekla predobravnavn Trdinapačntopijofriedokreten soigralc	0.10852666491748135
796	Institucionalni spomini, Shea.	Institucionalni spomin, Sheah.	0.7598356856515925
797	Seks je morilec.	Seks je morilec.	0.7598356856515925
